Q,B1,B2,B_even,B_odd,GST_even,GST_odd,mu_saddle,even_match_error,odd_match_error,decomposition_error,log_asymmetry,light_log_asymmetry
0.07500000000000001,-0.012276214833759597,0.04910485933503838,0.01841432225063939,-0.03069053708439898,0.018414322250639437,-0.030690537084398985,-0.15114043593646684,4.5102810375396984e-17,3.469446951953614e-18,6.938893903907228e-18,-5.996512578123632,-6.04561743745867
0.08000000000000002,-0.011822660098522175,0.053858784893267654,0.02101806239737275,-0.03284072249589492,0.02101806239737272,-0.03284072249589492,-0.16138669613152554,3.122502256758253e-17,0.0,1.3877787807814457e-17,-6.402922689267592,-6.4554678452610235
0.08500000000000002,-0.011203789517042533,0.05881989496447329,0.023808052723715386,-0.03501184224075791,0.023808052723715358,-0.035011842240757915,-0.17166666350057913,2.7755575615628914e-17,6.938893903907228e-18,6.938893903907228e-18,-6.810647592437951,-6.866666540023163
0.09000000000000002,-0.010417527904092602,0.06399338569656884,0.02678792889623813,-0.03720545680033073,0.02678792889623818,-0.03720545680033073,-0.18198268860070588,4.85722573273506e-17,0.0,1.3877787807814457e-17,-7.219778813147709,-7.279307544028239
0.09500000000000003,-0.009461562402738877,0.06938479095341843,0.029961614275339783,-0.03942317667807865,0.02996161427533979,-0.03942317667807865,-0.19233716921954536,6.938893903907228e-18,0.0,6.938893903907228e-18,-7.630409686096886,-7.693486768781812
0.10000000000000003,-0.008333333333333318,0.07500000000000004,0.033333333333333354,-0.04166666666666668,0.033333333333333395,-0.041666666666666685,-0.20273255405408225,4.163336342344337e-17,6.938893903907228e-18,6.938893903907228e-18,-8.042635495496626,-8.109302162163292
0.10500000000000004,-0.007030024061094264,0.08084527670258401,0.03690762632074488,-0.043937650381839125,0.036907626320744846,-0.043937650381839125,-0.21317134656485986,3.469446951953614e-17,0.0,2.0816681711721685e-17,-8.456553621983451,-8.526853862594393
0.11000000000000004,-0.005548549810844891,0.08692728036990338,0.040689365279529245,-0.04623791509037412,0.040689365279529266,-0.04623791509037413,-0.2236561090218325,2.0816681711721685e-17,6.938893903907228e-18,1.3877787807814457e-17,-8.872263696728703,-8.946244360873303
0.11500000000000005,-0.003885545348959976,0.09325308837503965,0.044683771513039844,-0.048569316861999806,0.044683771513039795,-0.04856931686199981,-0.23418946675936692,4.85722573273506e-17,6.938893903907228e-18,1.3877787807814457e-17,-9.289867763395476,-9.367578670374675
0.12000000000000005,-0.002037351443123933,0.09983022071307307,0.04889643463497459,-0.05093378607809851,0.048896434634974555,-0.0509337860780985,-0.244774112659353,3.469446951953614e-17,6.938893903907228e-18,2.7755575615628914e-17,-9.709470448649164,-9.790964506374122
0.12500000000000006,1.3877787807814457e-17,0.10666666666666672,0.05333333333333338,-0.05333333333333336,0.05333333333333341,-0.05333333333333337,-0.25541281188299547,3.469446951953614e-17,1.3877787807814457e-17,2.0816681711721685e-17,-10.131179141986486,-10.216512475319819
0.12999999999999995,0.0022308022308022007,0.11377091377091372,0.05800085800085795,-0.05577005577005575,0.05800085800085793,-0.05577005577005574,-0.266108406873654,2.0816681711721685e-17,6.938893903907228e-18,2.7755575615628914e-17,-10.55510418571407,-10.64433627494616
0.13499999999999995,0.004659691511163813,0.12115197929025988,0.06290583540071186,-0.058246143889548026,0.06290583540071185,-0.05824614388954803,-0.27686382265509996,1.3877787807814457e-17,6.938893903907228e-18,2.0816681711721685e-17,-10.981359075980723,-11.074552906204001
0.13999999999999996,0.007291666666666641,0.12881944444444438,0.06805555555555552,-0.060763888888888874,0.06805555555555554,-0.060763888888888874,-0.28768207245178085,1.3877787807814457e-17,0.0,2.0816681711721685e-17,-11.410060675849012,-11.507282898071233
0.14499999999999996,0.010132110492411806,0.1367834916475597,0.07345780106998577,-0.06332569057757396,0.07345780106998578,-0.06332569057757395,-0.29856626366017824,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,-11.84132944148301,-11.94265054640713
0.14999999999999997,0.013186813186813195,0.14505494505494504,0.07912087912087909,-0.06593406593406592,0.07912087912087912,-0.06593406593406592,-0.30951960420311164,2.7755575615628914e-17,0.0,2.7755575615628914e-17,-12.27528966262996,-12.380784168124466
0.15499999999999997,0.016461998008629256,0.15364531474720655,0.08505365637791788,-0.06859165836928863,0.0850536563779179,-0.06859165836928863,-0.320545409301946,1.3877787807814457e-17,0.0,4.163336342344337e-17,-12.712069718686983,-12.821816372077844
0.15999999999999998,0.019964349376114063,0.16256684491978607,0.09126559714795006,-0.071301247771836,0.09126559714795004,-0.071301247771836,-0.33164710870513203,1.3877787807814457e-17,0.0,1.3877787807814457e-17,-13.15180235177034,-13.26588434820528
